,rowIndex,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,ClaimAmount
21812,21812,0.333,225,5,1,0,34,0,37,0,60,5,12,5,3,8,4,15,1,0.0
21830,21830,0.751,196,4,1,0,32,1,34,0,50,6,11,5,1,1,3,14,1,0.0
21833,21833,0.75,117,7,0,0,32,1,29,1,76,5,6,5,1,4,2,12,1,0.0
21842,21842,0.916,195,0,1,1,32,2,37,0,100,5,15,5,3,9,5,17,0,0.0
21858,21858,0.174,161,1,0,1,32,1,32,1,112,2,4,5,3,1,1,17,0,0.0
21867,21867,0.833,75,2,0,1,10,1,24,0,80,2,14,5,3,9,4,16,0,0.0
21878,21878,0.333,113,1,0,0,29,1,33,0,90,2,4,5,3,1,1,16,0,0.0
21887,21887,0.144,213,5,1,0,32,0,58,1,59,2,14,5,3,9,4,12,1,2121.46
21910,21910,0.18,244,3,0,1,25,3,39,0,71,2,2,5,3,1,1,19,1,0.0
21921,21921,0.5,438,7,1,0,39,0,78,1,50,5,8,5,1,6,4,10,1,0.0
21922,21922,0.217,124,8,0,0,32,0,29,0,90,5,12,5,1,5,3,20,1,0.0
21929,21929,0.333,489,0,1,0,34,0,60,0,56,3,14,5,3,8,3,8,2,0.0
21983,21983,0.043,438,2,1,0,32,2,56,0,52,7,14,5,3,9,5,12,1,0.0
21987,21987,0.841,451,5,0,0,30,1,57,0,50,6,13,5,1,2,3,14,0,0.0
21996,21996,0.349,394,1,1,0,32,1,54,0,58,5,9,5,1,4,4,8,0,0.0
22000,22000,0.202,93,1,1,0,32,1,27,0,112,2,4,5,3,1,1,7,1,0.0
22002,22002,0.583,432,8,1,0,32,1,54,0,62,5,10,5,1,4,5,19,1,0.0
22010,22010,0.416,295,5,0,0,34,1,42,0,55,5,3,5,1,3,2,20,1,0.0
22073,22073,0.5,300,7,1,0,34,0,43,0,50,3,12,5,1,5,3,15,0,0.0
22075,22075,0.066,126,2,1,1,32,1,28,0,85,2,4,5,3,1,1,17,1,0.0
22084,22084,0.249,208,3,1,1,32,1,35,0,54,2,14,5,3,9,4,12,1,0.0
22089,22089,0.594,131,2,1,1,32,0,30,0,85,5,14,5,3,9,5,8,1,0.0
22122,22122,0.808,268,8,1,0,32,1,44,0,95,5,9,5,1,5,5,18,1,0.0
22132,22132,0.06,89,8,1,0,32,1,32,1,90,5,6,5,1,4,2,5,1,0.0
22146,22146,0.174,161,1,0,1,32,1,32,1,112,2,4,5,3,1,1,17,0,0.0
22153,22153,0.166,335,1,1,0,0,2,47,0,59,6,12,5,1,2,3,5,2,0.0
22161,22161,0.188,233,7,1,0,32,1,41,0,80,5,15,5,1,8,3,19,0,0.0
22164,22164,0.027,194,7,1,1,32,0,38,1,50,5,7,5,1,4,2,19,1,0.0
22165,22165,0.033,535,2,1,0,39,0,62,0,50,5,17,5,3,9,3,18,2,0.0
22184,22184,0.833,408,6,1,0,0,2,56,0,50,5,12,5,3,8,5,15,1,0.0
22190,22190,0.174,268,5,1,0,32,0,42,0,85,2,4,5,3,1,1,13,0,0.0
22196,22196,0.155,533,5,1,0,29,3,62,0,50,8,10,5,1,3,0,17,1,0.0
22202,22202,0.031,427,6,1,0,44,2,59,0,50,5,15,5,1,8,3,10,0,0.0
22204,22204,0.174,658,6,1,0,39,0,75,1,50,5,9,5,1,5,4,12,0,0.0
22240,22240,0.333,114,5,0,1,0,2,29,0,90,2,4,5,3,1,1,3,1,0.0
22261,22261,0.041,201,7,0,1,32,1,35,0,66,5,7,5,1,4,4,11,0,0.0
22297,22297,0.833,337,2,1,0,0,2,47,0,56,6,12,5,1,2,3,17,2,0.0
22328,22328,0.133,220,0,0,1,32,0,36,1,54,1,5,5,3,1,1,15,1,0.0
22336,22336,0.583,527,3,1,0,32,1,62,0,50,7,16,5,3,9,5,7,0,0.0
22341,22341,0.544,425,0,1,0,32,1,54,0,50,2,5,5,3,1,1,8,1,0.0
22366,22366,0.333,374,3,0,0,32,1,51,0,57,2,3,5,3,1,1,16,1,0.0
22401,22401,0.027,311,6,1,0,32,0,47,1,50,4,13,5,1,5,3,11,0,0.0
22402,22402,0.499,306,7,1,0,34,0,44,0,50,3,12,5,1,5,3,15,0,0.0
22431,22431,0.385,199,2,1,0,32,3,34,0,88,2,4,5,3,1,1,15,1,0.0
22451,22451,0.214,557,0,0,0,32,2,65,0,50,2,14,5,3,9,5,17,2,0.0
22458,22458,0.094,320,8,1,0,32,0,53,1,50,7,10,5,1,5,5,19,0,0.0
22461,22461,0.177,394,5,1,0,32,0,51,0,50,7,9,5,1,5,4,19,1,0.0
22470,22470,0.75,602,8,0,0,39,0,82,1,50,5,12,5,1,7,5,15,0,147.71
22493,22493,0.06,144,8,1,0,32,0,30,0,68,5,6,5,1,3,4,10,1,0.0
22504,22504,0.416,166,5,0,0,34,1,33,0,50,6,14,5,1,3,3,7,1,0.0
22523,22523,0.833,268,7,1,0,32,2,40,0,50,4,12,5,1,4,3,17,1,0.0
22541,22541,0.333,78,1,0,1,32,1,35,0,76,2,4,5,3,1,1,2,1,0.0
22555,22555,1.0,350,1,1,0,0,2,47,0,50,1,14,5,3,9,3,20,0,0.0
22559,22559,0.333,303,3,1,1,32,1,44,0,50,1,5,5,3,1,1,7,1,0.0
22585,22585,0.083,327,6,0,0,32,1,55,0,50,1,15,5,3,8,3,16,2,0.0
22606,22606,0.333,225,5,1,0,34,0,37,0,60,5,12,5,3,8,4,15,1,0.0
22627,22627,0.094,320,8,1,0,32,0,53,1,50,7,10,5,1,5,5,19,0,0.0
22638,22638,0.286,210,7,1,0,32,0,42,0,85,7,10,5,1,5,5,18,1,0.0
22645,22645,1.0,439,7,0,0,0,2,55,0,50,1,16,5,3,9,3,9,2,0.0
22651,22651,0.249,181,6,0,0,34,1,34,0,64,7,14,5,1,7,3,11,2,0.0
22652,22652,0.25,260,7,1,0,32,1,40,0,76,4,14,5,1,5,3,18,0,0.0
22654,22654,0.966,378,8,1,0,32,1,60,0,106,6,15,5,1,2,3,13,0,0.0
22674,22674,0.25,519,8,1,0,39,0,65,0,50,1,14,5,3,8,3,5,0,0.0
22685,22685,0.866,383,7,1,1,44,2,49,0,50,6,19,5,3,9,5,20,0,0.0
22695,22695,0.027,311,6,1,0,32,0,47,1,50,4,13,5,1,5,3,11,0,0.0
22714,22714,0.517,72,4,0,1,10,1,24,0,90,2,3,5,3,1,1,15,1,0.0
22715,22715,0.277,450,6,1,0,0,1,55,0,95,6,13,5,1,2,3,13,2,0.0
22720,22720,0.031,294,5,0,0,20,0,42,0,50,3,13,5,3,7,3,17,1,0.0
22727,22727,0.368,210,4,0,1,32,0,35,1,57,2,4,5,3,1,1,15,1,0.0
22750,22750,0.368,239,8,1,1,32,2,38,0,62,4,13,5,1,4,3,6,1,1201.21
22758,22758,0.749,394,2,0,0,32,0,56,0,55,1,5,5,3,1,1,16,1,0.0
22764,22764,0.499,60,4,1,0,32,0,26,0,80,5,10,5,1,5,5,18,0,0.0
22774,22774,0.749,397,5,1,0,32,0,52,0,50,7,9,5,1,5,4,19,1,0.0
22808,22808,0.416,98,8,1,0,32,0,26,0,112,5,9,5,1,5,4,19,0,0.0
22815,22815,0.166,174,5,1,0,32,0,34,0,72,6,17,5,1,4,3,17,0,0.0
22825,22825,0.249,361,0,1,0,0,2,55,0,50,3,14,5,3,8,3,10,1,0.0
22838,22838,0.916,80,4,0,1,34,1,27,0,100,2,4,5,3,1,1,16,1,0.0
22839,22839,0.035,317,8,1,0,29,2,51,0,62,6,14,5,1,2,3,6,1,0.0
22845,22845,0.833,438,8,1,0,32,1,55,0,50,3,13,5,1,4,3,15,1,0.0
22853,22853,0.964,317,8,1,0,29,2,51,0,62,6,14,5,1,2,3,6,1,0.0
22870,22870,0.14,195,5,1,1,29,2,34,0,72,5,12,5,3,8,4,6,1,0.0
22902,22902,1.0,158,6,1,0,34,1,33,0,80,4,13,5,1,5,3,20,1,0.0
22913,22913,0.497,291,0,1,0,32,2,43,0,58,3,16,5,1,5,3,13,2,830.6175227
22928,22928,0.713,202,6,1,0,32,0,41,0,90,7,10,5,1,5,5,18,1,0.0
22949,22949,0.333,299,6,1,1,32,0,54,0,112,6,13,5,1,3,3,13,0,0.0
22969,22969,0.666,284,6,1,1,32,1,41,0,50,5,14,5,1,7,3,15,1,0.0
22976,22976,0.927,316,5,1,0,28,2,48,0,90,5,14,5,3,8,3,10,1,0.0
22979,22979,0.333,328,5,1,0,20,0,58,0,76,8,15,5,1,0,0,10,1,0.0
22989,22989,0.344,766,7,1,0,39,0,85,1,50,7,9,5,1,5,4,14,1,0.0
23004,23004,0.158,279,0,1,0,32,2,41,0,50,6,17,5,3,8,3,9,0,0.0
23013,23013,0.583,299,4,0,0,32,1,44,0,50,3,14,5,1,5,3,14,1,474.3271903
23021,23021,0.293,370,1,1,0,44,2,58,0,52,5,17,5,3,9,3,16,0,1418.610272
23061,23061,0.555,383,8,1,0,39,0,68,0,50,5,17,5,1,8,3,16,1,0.0
23065,23065,0.246,176,4,1,0,32,1,33,0,90,5,15,5,1,8,5,15,0,0.0
23090,23090,0.249,536,2,1,0,32,1,68,0,50,7,14,5,3,8,5,15,0,0.0
23093,23093,0.75,563,5,0,0,39,0,73,0,62,5,12,5,3,8,4,16,2,0.0
23117,23117,0.009,213,5,0,0,32,2,38,0,106,3,13,5,1,5,3,15,1,0.0
23118,23118,0.249,279,8,1,0,34,1,44,1,64,5,13,5,1,7,3,11,0,0.0
23151,23151,0.083,203,1,1,0,29,2,38,0,64,5,14,5,3,9,5,2,0,0.0
23159,23159,0.539,57,2,1,1,10,1,23,0,85,1,5,5,3,1,1,16,1,0.0
23205,23205,0.25,188,8,0,0,32,0,39,0,90,3,14,5,1,4,3,13,1,0.0
23210,23210,0.002,259,0,0,0,25,3,51,0,53,1,14,5,3,8,4,16,2,0.0
23242,23242,0.964,420,7,1,0,32,1,53,0,50,3,13,5,1,3,3,1,1,0.0
23254,23254,0.5,171,4,1,0,32,2,44,0,95,4,11,5,1,4,5,14,1,0.0
23270,23270,0.094,476,8,1,0,32,2,64,0,50,5,11,5,1,5,3,20,1,0.0
23275,23275,0.666,467,1,1,0,32,2,58,0,85,1,5,5,3,1,1,17,1,0.0
23276,23276,1.0,497,4,1,0,32,2,63,0,66,5,13,5,3,8,4,17,0,0.0
23293,23293,1.0,479,8,1,0,32,2,58,0,50,5,13,5,1,7,5,16,0,0.0
23313,23313,0.509,361,8,1,0,32,2,56,0,50,5,13,5,1,5,3,11,1,0.0
23319,23319,0.749,469,7,1,0,0,2,57,0,50,4,13,5,1,3,3,15,2,0.0
23337,23337,0.274,494,7,0,0,39,0,65,0,52,5,9,5,1,5,4,17,1,0.0
23342,23342,0.25,405,7,1,0,32,1,52,0,50,3,12,5,1,3,3,8,1,0.0
23347,23347,0.666,163,4,1,0,32,0,51,0,75,3,12,5,1,3,3,13,1,0.0
23348,23348,0.916,422,4,1,0,39,0,66,0,90,2,4,5,3,1,1,16,1,1326.0
23352,23352,0.185,156,7,0,0,32,0,32,0,51,5,10,5,1,5,5,10,2,0.0
23353,23353,0.311,277,0,0,0,20,0,47,0,50,8,4,5,3,1,1,19,1,0.0
23360,23360,0.416,64,6,1,0,32,1,29,0,76,2,14,5,3,9,3,12,0,0.0
23366,23366,0.5,284,8,1,0,32,2,54,0,50,4,14,5,1,3,3,17,0,0.0
23392,23392,0.583,126,8,1,0,32,0,53,0,85,5,10,5,1,5,5,17,1,79.0
23402,23402,0.155,374,2,1,0,32,2,49,0,50,2,4,5,3,1,1,8,1,0.0
23411,23411,0.583,124,5,1,1,32,1,32,0,57,5,12,5,3,8,4,15,1,0.0
23414,23414,0.805,397,5,0,0,29,0,52,1,50,5,12,5,1,7,3,15,1,0.0
23424,23424,0.833,278,2,0,0,0,0,41,1,50,1,4,5,3,1,1,6,1,0.0
23478,23478,0.143,475,3,1,0,32,1,58,0,69,1,5,5,3,1,1,8,1,0.0
23507,23507,0.038,524,2,1,0,39,0,69,0,95,2,13,5,3,9,5,11,2,0.0
23509,23509,0.467,331,8,0,0,32,0,45,0,50,6,18,5,3,9,3,20,2,0.0
23517,23517,0.028,335,7,0,0,7,1,46,0,58,5,9,5,1,5,4,16,1,0.0
23523,23523,0.416,233,5,0,0,32,1,47,0,68,2,4,5,3,1,1,11,1,0.0
23540,23540,1.0,673,6,1,0,39,0,76,0,69,6,10,5,1,2,4,6,1,0.0
23545,23545,0.211,154,3,1,0,34,1,31,0,51,5,12,5,3,8,4,14,0,0.0
23573,23573,0.367,170,8,1,0,32,1,40,0,57,7,8,5,1,4,4,13,1,0.0
23576,23576,1.0,416,4,1,0,20,0,53,0,64,7,9,5,1,5,5,20,1,0.0
23581,23581,0.848,345,2,1,0,29,0,48,0,78,6,15,5,3,9,5,16,0,0.0
23604,23604,0.068,185,8,1,0,32,0,36,0,85,7,11,5,1,5,5,3,1,0.0
23609,23609,0.666,625,1,1,0,39,0,80,0,50,2,4,5,3,1,1,15,2,0.0
23611,23611,0.833,258,6,1,1,32,1,39,0,64,4,10,5,1,5,4,19,1,0.0
23613,23613,0.583,41,7,1,0,10,1,24,0,100,5,9,5,1,5,4,13,0,0.0
23619,23619,0.785,327,6,1,0,32,2,50,0,60,5,14,5,1,8,3,16,1,0.0
23624,23624,0.166,435,3,1,0,32,0,78,1,62,2,2,5,3,1,1,7,1,0.0
23637,23637,0.666,235,1,1,1,32,1,37,0,80,2,3,5,3,1,1,18,1,0.0
23648,23648,0.749,357,8,0,0,34,1,48,0,64,4,14,5,1,3,3,11,0,0.0
23673,23673,0.155,116,5,1,0,34,0,27,1,60,2,14,5,3,9,4,20,1,0.0
23674,23674,0.333,201,3,0,1,32,1,35,1,72,2,3,5,3,1,1,7,1,0.0
23675,23675,0.166,470,6,1,1,25,0,57,0,50,5,11,5,1,5,5,18,1,0.0
23677,23677,0.706,136,0,1,1,0,2,29,0,64,1,10,5,3,5,1,3,0,3942.051662
23678,23678,0.666,366,2,0,0,32,1,50,0,60,2,3,5,3,1,1,16,1,0.0
23680,23680,0.4,194,6,1,1,32,1,35,0,51,5,11,5,3,8,4,10,1,0.0
23690,23690,0.916,340,1,1,0,25,2,47,0,87,5,20,5,3,9,3,9,0,0.0
23697,23697,0.002,600,4,1,0,32,1,68,0,50,6,17,5,1,4,3,17,0,0.0
23700,23700,0.666,268,5,1,0,32,2,41,0,64,5,9,5,1,5,4,12,1,0.0
23707,23707,0.819,143,7,1,1,32,0,31,0,90,7,8,5,1,5,4,20,2,0.0
23711,23711,0.333,78,1,0,1,32,1,35,0,76,2,4,5,3,1,1,2,1,0.0
23726,23726,0.749,156,6,0,1,32,2,31,0,51,5,9,5,1,5,4,18,1,0.0
23750,23750,0.676,275,4,1,0,29,1,53,0,51,3,12,5,1,5,3,19,1,0.0
23752,23752,0.489,250,7,1,1,32,1,42,0,72,5,12,5,1,7,5,11,1,0.0
23762,23762,0.363,164,4,0,0,34,1,33,0,50,4,13,5,1,5,3,15,1,0.0
23767,23767,0.333,41,2,1,0,32,2,27,0,85,1,4,5,3,1,1,8,1,0.0
23776,23776,0.499,109,1,1,1,32,1,28,0,95,2,2,5,3,1,1,11,1,0.0
23784,23784,0.714,279,1,1,1,32,0,46,0,80,2,4,5,3,1,1,16,0,0.0
23786,23786,0.75,243,8,1,0,32,1,38,0,50,5,9,5,1,4,4,2,1,0.0
23805,23805,0.054,70,4,0,1,32,1,30,0,106,2,3,5,3,1,1,16,1,0.0
23854,23854,1.0,491,1,1,0,32,1,60,0,95,2,4,5,3,1,1,8,1,0.0
23861,23861,0.749,433,8,1,0,0,2,54,0,50,7,9,5,1,4,5,15,1,0.0
23877,23877,0.416,191,8,1,1,32,1,38,0,100,5,7,5,1,3,4,14,1,0.0
23879,23879,0.166,173,3,1,1,32,2,32,0,64,2,16,5,3,9,3,8,0,0.0
23900,23900,0.014,419,3,0,0,29,2,56,0,58,6,11,5,3,9,4,8,1,0.0
23928,23928,0.031,345,8,1,0,32,1,56,0,51,5,9,5,1,5,5,8,1,0.0
23933,23933,0.094,181,2,0,0,32,1,34,0,72,3,13,5,1,5,3,17,1,569.3057402
23940,23940,0.539,274,8,1,0,39,0,62,0,50,5,13,5,1,7,3,13,0,0.0
23948,23948,0.109,112,1,1,1,32,1,31,0,100,1,14,5,3,9,4,3,0,0.0
23959,23959,0.883,310,2,1,0,32,1,44,0,50,6,15,5,1,3,3,8,0,0.0
23965,23965,0.05,245,2,0,0,32,1,38,0,106,2,4,5,3,1,1,3,1,0.0
23979,23979,0.083,376,7,0,1,32,0,64,0,56,5,8,5,1,5,4,19,0,0.0
23998,23998,0.249,439,1,1,0,32,1,56,0,57,2,5,5,3,1,1,16,1,0.0
24050,24050,0.083,261,8,1,0,32,1,41,1,64,5,9,5,1,4,4,14,1,0.0
24070,24070,0.749,266,3,0,0,44,2,46,0,54,1,5,5,3,1,1,17,1,0.0
24071,24071,1.0,331,2,1,0,0,2,46,0,50,6,13,5,1,4,3,8,1,0.0
24079,24079,0.249,167,1,1,0,27,2,32,0,63,2,2,5,3,1,1,17,1,0.0
24118,24118,0.312,392,0,0,0,32,0,51,0,61,2,4,5,3,1,1,8,1,0.0
24132,24132,0.75,352,4,1,0,32,1,51,0,80,2,3,5,3,1,1,13,1,0.0
24157,24157,0.273,231,0,1,0,32,1,38,0,112,2,5,5,3,1,1,12,1,0.0
24169,24169,0.221,675,2,1,0,0,2,74,0,50,1,5,5,3,1,1,16,0,0.0
24171,24171,0.083,60,1,1,0,32,1,34,0,80,2,3,5,3,1,1,13,1,0.0
24179,24179,0.499,351,3,1,0,0,2,58,0,50,5,13,5,3,8,3,18,1,0.0
24192,24192,1.0,161,1,1,1,32,1,36,0,95,2,4,5,3,1,1,16,1,0.0
24203,24203,0.249,126,7,0,0,32,1,30,1,72,5,6,5,1,4,2,12,1,0.0
24204,24204,0.356,52,7,1,0,32,0,42,0,85,3,12,5,1,3,3,19,1,0.0
24220,24220,0.031,345,8,1,0,32,1,56,0,51,5,9,5,1,5,5,8,1,0.0
24227,24227,0.833,211,2,1,0,32,1,35,0,80,5,10,5,3,9,4,11,1,0.0
24235,24235,0.25,96,6,1,0,32,1,30,0,76,5,4,5,1,3,2,11,1,0.0
24246,24246,0.25,272,4,1,0,29,2,53,0,54,3,12,5,1,5,3,19,1,0.0
24247,24247,0.385,151,1,1,1,32,1,30,0,95,1,4,5,3,1,1,13,1,0.0
24307,24307,0.166,146,8,1,1,32,0,37,0,77,5,11,5,3,7,3,17,1,0.0
24312,24312,0.375,516,0,1,0,39,0,61,0,71,6,12,5,1,2,3,15,1,0.0
24344,24344,0.333,114,5,0,1,0,2,29,0,90,2,4,5,3,1,1,3,1,0.0
24397,24397,0.002,57,2,1,1,10,1,23,0,85,1,5,5,3,1,1,16,1,0.0
24427,24427,0.333,633,2,1,0,39,0,81,0,50,2,4,5,3,1,1,15,2,0.0
24429,24429,0.583,47,0,1,1,32,1,24,0,100,1,5,5,3,1,1,6,2,0.0
24434,24434,0.499,439,7,1,0,32,2,55,0,50,5,9,5,1,5,4,11,2,0.0
24453,24453,0.416,149,7,1,0,34,0,31,0,64,7,8,5,1,3,4,11,0,0.0
24475,24475,0.249,408,3,1,0,32,1,52,0,50,2,3,5,3,1,1,4,1,0.0
24480,24480,0.833,348,8,1,0,34,1,48,0,68,5,10,5,1,5,5,18,0,0.0
24488,24488,0.416,279,8,1,0,32,2,54,0,50,4,14,5,1,3,3,17,0,0.0
24492,24492,0.166,413,0,1,0,39,0,69,1,58,1,15,5,3,8,3,15,0,0.0
24497,24497,0.002,692,6,1,0,39,0,83,1,50,5,12,5,3,8,5,15,1,0.0
24550,24550,0.249,208,3,1,1,32,1,35,0,54,2,14,5,3,9,4,12,1,0.0
24557,24557,0.213,361,5,1,0,32,1,52,0,76,2,3,5,3,1,1,13,1,0.0
24561,24561,0.485,387,8,1,1,29,2,68,0,50,8,12,5,1,0,0,12,1,0.0
24569,24569,0.53,770,7,1,0,39,0,85,1,50,7,9,5,1,5,4,14,1,0.0
24570,24570,0.255,234,0,1,0,32,2,38,0,72,2,2,5,3,1,1,2,1,0.0
24591,24591,0.583,132,8,1,1,32,1,30,0,55,6,14,5,1,3,3,15,1,0.0
24595,24595,0.005,300,4,1,0,30,1,48,0,50,5,15,5,1,8,3,17,2,0.0
24596,24596,0.833,420,7,1,0,32,1,53,1,50,5,12,5,1,5,3,19,0,0.0
24604,24604,0.211,154,3,1,0,34,1,31,0,51,5,12,5,3,8,4,14,0,0.0
24625,24625,0.239,138,3,1,1,32,0,31,0,85,5,14,5,3,9,5,8,1,0.0
24638,24638,0.916,289,5,0,0,34,0,42,0,90,7,9,5,1,5,4,18,1,0.0
24654,24654,0.146,395,7,0,0,0,2,52,0,50,5,8,5,1,5,4,11,2,0.0
24683,24683,1.0,549,4,0,0,27,2,65,0,50,6,13,5,1,2,0,5,2,1326.0
24710,24710,0.539,274,8,1,0,39,0,62,0,50,5,13,5,1,7,3,13,0,0.0
24744,24744,0.749,460,6,1,0,0,2,56,0,50,4,13,5,1,5,3,17,1,0.0
24746,24746,0.077,329,3,0,0,32,0,57,1,50,1,5,5,3,1,1,16,1,0.0
24766,24766,0.749,445,3,1,0,44,2,55,0,76,5,16,5,1,8,3,16,0,0.0
24774,24774,0.978,149,5,1,0,32,1,31,0,64,3,14,5,1,5,3,10,1,0.0
24788,24788,0.218,170,5,1,1,32,1,32,0,71,5,5,5,1,4,2,14,0,0.0
24812,24812,0.666,121,7,1,1,32,2,28,0,60,6,19,5,3,9,5,7,0,0.0
24813,24813,0.689,160,2,0,1,32,1,32,0,100,1,7,5,3,1,1,18,2,0.0
24815,24815,0.166,296,8,1,0,32,1,42,0,72,5,9,5,1,5,3,18,1,0.0
24856,24856,0.433,152,4,1,0,0,2,31,0,95,6,15,5,3,9,4,4,2,0.0
24866,24866,0.333,237,8,0,0,32,0,48,0,50,5,8,5,1,6,4,15,1,0.0
24867,24867,0.039,35,8,0,0,32,1,23,0,95,5,9,5,1,4,4,20,1,0.0
24871,24871,0.333,269,3,1,0,0,2,41,0,50,6,17,5,3,8,3,1,2,0.0
24874,24874,0.531,406,6,1,0,38,3,55,0,50,5,16,5,1,8,3,12,0,0.0
24879,24879,0.5,101,1,0,1,32,1,29,0,95,2,2,5,3,1,1,17,1,0.0
24899,24899,0.946,535,5,0,0,0,2,66,0,85,2,3,5,3,1,1,10,1,0.0
24906,24906,0.166,220,3,0,1,32,1,36,0,85,2,2,5,3,1,1,16,0,0.0
24947,24947,0.77,500,0,1,0,29,2,60,0,50,2,5,5,3,1,1,14,1,0.0
24983,24983,0.318,226,5,0,0,34,0,49,1,50,7,13,5,3,9,5,13,2,0.0
24986,24986,0.998,388,5,1,0,32,2,62,0,50,5,11,5,1,5,5,17,1,0.0
24994,24994,0.072,327,6,1,0,28,2,49,0,85,5,14,5,3,8,3,10,1,0.0
25008,25008,1.0,394,2,1,0,0,0,51,1,50,2,4,5,3,1,1,18,1,0.0
25019,25019,0.583,304,6,1,0,32,1,54,0,67,5,10,5,1,5,5,18,1,0.0
25028,25028,0.681,229,5,0,0,34,0,49,1,50,7,13,5,3,9,5,13,2,0.0
25055,25055,0.012,257,7,0,0,32,1,41,1,76,5,6,5,1,5,2,17,1,0.0
25058,25058,0.439,114,6,0,0,32,0,52,0,90,5,10,5,1,5,5,19,0,0.0
25078,25078,0.166,413,6,1,0,32,0,52,0,50,3,13,5,3,7,3,7,1,0.0
25083,25083,0.27,281,7,1,0,32,0,55,0,106,5,12,5,1,7,3,17,0,0.0
25092,25092,0.323,298,8,0,0,32,1,51,0,72,7,10,5,1,5,5,10,1,0.0
25111,25111,1.0,491,1,1,0,32,1,60,0,95,2,4,5,3,1,1,8,1,0.0
25151,25151,0.749,55,2,0,0,32,0,30,0,80,1,5,5,3,1,1,16,1,0.0
25157,25157,0.463,226,8,1,1,10,1,37,0,50,5,6,5,1,5,2,13,1,0.0
25169,25169,0.18,244,3,0,1,25,3,39,0,71,2,2,5,3,1,1,19,1,0.0
25171,25171,0.931,426,1,1,0,0,2,53,0,50,2,5,5,3,1,1,3,1,0.0
25187,25187,0.106,329,6,0,0,32,2,49,0,50,4,13,5,1,5,3,10,1,0.0
25188,25188,0.358,302,1,0,0,32,0,43,0,56,2,13,5,3,9,5,16,0,102.5900302
25198,25198,0.998,388,5,1,0,32,2,62,0,50,5,11,5,1,5,5,17,1,0.0
25251,25251,0.833,686,3,1,0,39,0,75,0,50,5,16,5,3,8,3,7,0,0.0
25321,25321,0.423,271,8,1,0,29,2,42,0,52,4,12,5,1,4,3,19,1,0.0
25369,25369,0.583,174,3,1,0,32,1,34,0,111,1,5,5,3,1,1,15,1,0.0
25382,25382,0.12,125,8,1,1,27,1,40,0,90,5,8,5,1,5,5,18,1,0.0
25420,25420,0.666,330,4,0,0,32,1,47,0,50,2,14,5,3,9,4,5,1,0.0
25474,25474,0.583,347,4,1,0,32,2,49,0,50,6,18,5,1,4,3,17,0,0.0
25481,25481,0.993,473,2,1,0,20,0,57,0,50,2,4,5,3,1,1,16,0,0.0
25487,25487,0.236,429,1,1,0,34,1,56,0,50,6,19,5,3,9,3,13,2,0.0
25499,25499,0.744,417,6,1,0,32,2,52,0,50,4,10,5,1,5,4,16,1,0.0
25517,25517,0.416,245,1,0,1,25,2,44,0,50,2,14,5,3,9,4,16,1,0.0
25519,25519,0.592,148,6,1,1,32,0,31,1,85,5,15,5,1,8,3,13,0,0.0
25538,25538,0.833,530,3,1,0,39,0,76,0,50,5,13,5,3,8,4,19,0,0.0
25545,25545,0.083,438,3,1,0,32,1,57,1,50,2,4,5,3,1,1,3,2,0.0
25548,25548,0.583,154,7,1,0,34,0,32,0,60,7,8,5,1,3,4,11,0,0.0
25550,25550,0.75,448,2,0,1,32,0,55,0,50,1,16,5,3,9,3,1,0,0.0
25554,25554,0.416,343,2,1,0,32,3,47,0,60,6,16,5,1,4,3,13,0,0.0
25561,25561,0.5,284,6,0,0,34,1,56,0,58,5,11,5,1,5,5,4,1,0.0
25572,25572,0.249,379,0,1,0,0,2,50,0,90,3,14,5,3,8,3,16,1,0.0
25586,25586,0.033,389,8,1,0,32,1,60,0,100,6,15,5,1,2,3,13,0,0.0
25595,25595,0.75,432,7,1,0,32,1,56,1,50,4,13,5,3,7,3,17,1,0.0
25606,25606,0.5,451,4,0,0,32,0,56,0,50,5,12,5,3,8,4,6,1,0.0
25608,25608,0.822,398,7,1,0,32,1,53,0,50,7,13,5,1,6,3,16,0,0.0
25622,25622,0.012,257,7,0,0,32,1,41,1,76,5,6,5,1,5,2,17,1,0.0
25629,25629,0.378,399,8,1,0,32,1,56,0,50,5,9,5,1,5,5,17,1,0.0
25633,25633,0.5,255,6,1,0,32,2,39,0,50,8,7,5,1,5,4,1,1,0.0
25639,25639,0.25,439,1,1,0,32,1,55,0,50,2,11,5,3,8,3,19,0,0.0
25641,25641,0.249,186,2,1,1,32,0,33,0,72,1,7,5,3,1,1,6,2,0.0
25643,25643,0.233,216,7,1,1,34,0,39,0,57,5,10,5,1,5,4,7,1,0.0
25646,25646,0.083,133,8,1,1,32,1,36,0,118,5,7,5,1,4,4,20,1,0.0
25657,25657,0.083,71,6,0,1,32,1,25,0,80,2,3,5,3,1,1,16,1,0.0
25666,25666,0.138,289,5,1,0,32,1,42,0,95,7,14,5,3,8,3,7,0,0.0
25670,25670,0.728,144,0,1,0,32,1,39,0,64,2,5,5,3,1,1,8,1,0.0
25674,25674,0.052,551,8,0,0,39,0,67,0,50,5,9,5,1,6,4,11,0,0.0
25687,25687,1.0,176,6,1,0,32,1,33,0,50,7,10,5,1,5,5,11,1,0.0
